BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen. Dat betekent dat deze ree
ksen niet geschikt zijn voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeksen van de stations De Kooy, Eelde, De B
ilt, Vlissingen, Beek of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
Comment: these time series are possibly inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suit
able for trend analysis. For climate change studies we refer to the homogenized series of stations De Kooy, Eelde, De Bilt, Vlissingen, Beek or the Central Nether
lands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

YYYYMMDD  = Datum (YYYY=jaar MM=maand DD=dag) / Date (YYYY=year MM=month DD=day)
DDVEC     = Vectorgemiddelde windrichting in graden (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/ac
htergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable)
FHVEC     = Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean
 windspeed (in 0.1 m/s)
FG        = Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
FHX       = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
FHXH      = Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
FHN       = Laagste uurgemiddelde windsnelheid (in 0.1 m/s) / Minimum hourly mean windspeed (in 0.1 m/s)
FHNH      = Uurvak waarin FHN is gemeten / Hourly division in which FHN was measured
FXX       = Hoogste windstoot (in 0.1 m/s) / Maximum wind gust (in 0.1 m/s)
FXXH      = Uurvak waarin FXX is gemeten / Hourly division in which FXX was measured
TG        = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
TN        = Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
TNH       = Uurvak waarin TN is gemeten / Hourly division in which TN was measured
TX        = Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
TXH       = Uurvak waarin TX is gemeten / Hourly division in which TX was measured
T10N      = Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius) / Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius)
T10NH     = 6-uurs tijdvak waarin T10N is gemeten / 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
SQ        = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (
-1 for <0.05 hour)
SP        = Percentage van de langst mogelijke zonneschijnduur / Percentage of maximum potential sunshine duration
Q         = Globale straling (in J/cm2) / Global radiation (in J/cm2)
DR        = Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
RH        = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHX       = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHXH      = Uurvak waarin RHX is gemeten / Hourly division in which RHX was measured
PG        = Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from
24 hourly values
PX        = Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Maximum hourly sea level pressure (in 0.1 hPa)
PXH       = Uurvak waarin PX is gemeten / Hourly division in which PX was measured
PN        = Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Minimum hourly sea level pressure (in 0.1 hPa)
PNH       = Uurvak waarin PN is gemeten / Hourly division in which PN was measured
VVN       = Minimum opgetreden zicht / Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVNH      = Uurvak waarin VVN is gemeten / Hourly division in which VVN was measured
VVX       = Maximum opgetreden zicht / Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVXH      = Uurvak waarin VVX is gemeten / Hourly division in which VVX was measured
NG        = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants, 9=sky invis
ible)
UG        = Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
UX        = Maximale relatieve vochtigheid (in procenten) / Maximum relative atmospheric humidity (in percents)
UXH       = Uurvak waarin UX is gemeten / Hourly division in which UX was measured
UN        = Minimale relatieve vochtigheid (in procenten) / Minimum relative atmospheric humidity (in percents)
UNH       = Uurvak waarin UN is gemeten / Hourly division in which UN was measured
EV24      = Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)

# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  225,20220507,  358,   38,   53,   90,   17,   20,    7,  120,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220508,   29,   56,   63,  100,   15,   40,    6,  120,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220509,  104,   11,   34,   70,    3,   10,    9,   90,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220510,  209,   81,   86,  110,    9,   60,    1,  140,   11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220511,  230,   97,  102,  160,   19,   70,    1,  230,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220512,  244,   76,   79,  110,   24,   60,    6,  130,   23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220513,  241,  104,  107,  120,    4,  100,    1,  160,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220514,  324,   16,   35,   80,    1,   20,    8,  110,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220515,   80,   68,   68,   80,   17,   50,    1,  110,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220516,  199,   49,   73,  110,   12,   30,    7,  150,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220517,   91,    6,   39,   60,   19,   10,    9,   70,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220518,    9,    3,   40,   60,    6,   20,   20,   90,    4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220519,  226,   19,   46,   80,    4,   20,    8,  170,    4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220520,  244,   30,   59,  130,   24,   20,    1,  160,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220521,  256,   69,   72,  130,    1,   10,   21,  160,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220522,  137,    1,   38,   50,   12,   30,    1,   70,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220523,  304,   15,   52,  100,   17,   10,    8,  130,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220524,  243,   95,   96,  120,    6,   70,   19,  180,    7,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220525,  229,  123,  123,  160,   16,   80,    2,  210,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220526,  243,  105,  109,  150,   18,   70,    3,  180,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220527,  287,   95,   97,  110,   11,   90,    1,  160,   22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220528,  330,   93,   94,  110,    3,   80,   12,  140,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220501,   46,   15,   28,   50,   16,   10,    6,   70,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220502,    4,   21,   33,   70,   14,   20,    3,   90,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220503,    6,   36,   40,   60,   10,   10,   22,   90,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220504,  255,   10,   21,   40,   12,   10,    2,   50,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220505,  250,   18,   31,   50,   21,   10,   24,   60,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220506,  217,   47,   50,   80,   13,   20,    1,  100,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220507,    2,   36,   44,   70,   15,   20,    2,  100,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220508,   41,   40,   42,   60,   16,   30,    1,   90,   10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220509,  135,   22,   34,   60,    5,   20,    8,   80,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220510,  208,   81,   85,  110,   11,   50,    1,  150,    7,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220511,  230,   94,  103,  140,   20,   80,    1,  190,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220512,  245,   76,   78,   90,    1,   60,   19,  120,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220513,  241,   99,  101,  110,    5,   80,   24,  140,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220514,  281,   25,   35,   70,    1,   10,   20,   80,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220515,   73,   65,   67,   90,   16,   30,    1,  130,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220516,  187,   38,   73,  120,   15,   40,   10,  150,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220517,  186,    8,   47,   70,    2,   10,   13,   90,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220518,  321,   11,   41,   60,    7,   20,   18,   90,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220519,  233,   21,   53,   80,    1,   20,    9,  180,    4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220520,  228,   21,   53,  110,   24,   10,    3,  160,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220521,  264,   75,   78,  120,    1,   20,   20,  160,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220522,  181,   21,   44,   70,   24,   20,   14,   90,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220523,  273,    6,   63,  100,   17,   20,   10,  120,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220524,  246,   84,   86,  130,   11,   50,   20,  150,   11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220525,  230,  107,  109,  150,   15,   60,    4,  190,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220526,  250,   97,  102,  130,   16,   80,    4,  170,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220527,  290,  108,  108,  120,    7,   80,    3,  160,    8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  229,20220528,  326,  103,  103,  120,    1,   90,   11,  150,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  235,20220501,   52,   19,   25,   50,   21,    0,    3,   60,   12,   87,   17,    3,  130,   15,  -44,    6,   99,   66, 2023,    0,    0,    0,    1,10240,10252,    1,10224,   24,    1,    1,   81,    9,    5,   77,   98,    1,   60,   10,   29
  235,20220502,   35,   19,   26,   40,   10,   10,    5,   70,   16,  100,   52,    4,  147,   14,   -4,    6,  134,   89, 2462,    0,    0,    0,    1,10211,10221,    1,10200,   24,    3,   23,   83,   15,    2,   72,   98,   22,   44,   15,   36
  235,20220503,   14,   31,   34,   50,    9,   10,    1,   80,    8,   92,   46,    2,  116,   13,   -8,    6,   36,   24, 1170,    4,    2,    2,    6,10205,10215,   11,10194,    4,    3,    1,   82,   20,    8,   75,   98,    1,   61,   18,   17
  235,20220504,  279,    8,   17,   30,   10,    0,    5,   50,   10,   91,   52,    5,  126,   13,    9,    6,  107,   71, 2216,    0,    0,    0,    1,10196,10206,    1,10185,   18,   67,   24,   80,    1,    8,   69,   88,   21,   57,    8,   32
  235,20220505,  249,   19,   26,   40,    7,   10,    1,   60,    7,  117,   78,   24,  160,   12,   59,    6,   78,   51, 1902,    0,    0,    0,    1,10227,10254,   23,10198,    1,    1,   21,   74,   16,    7,   82,   99,   22,   67,   16,   29
  235,20220506,  231,   40,   41,   70,   13,   10,    1,  100,   13,  122,   77,    1,  179,   14,   77,    6,  106,   69, 2337,    0,    0,    0,    1,10243,10256,    6,10223,   24,    1,    1,   80,    9,    7,   82,   99,    3,   58,   14,   36
  235,20220507,   25,   35,   41,   60,   15,   10,    3,  100,   16,  125,   91,   24,  160,   10,   83,   24,   44,   29, 1701,    3,    1,    1,    2,10250,10286,   24,10218,    2,   41,    3,   70,   15,    6,   83,   95,    3,   73,   10,   27
  235,20220508,   38,   45,   47,   60,   15,   30,    3,   80,    1,  102,   80,    3,  129,   14,   71,    6,  122,   79, 2530,    0,    0,    0,    1,10293,10306,    9,10285,    1,   67,    2,   81,   10,    4,   69,   80,    2,   57,   14,   37
  235,20220509,  150,   10,   27,   40,    1,   10,   19,   60,    1,  138,   77,    5,  189,   12,   67,    6,  126,   82, 2548,    0,    0,    0,    1,10243,10284,    1,10191,   24,   66,    5,   83,   20,    5,   63,   87,    5,   40,   14,   41
  235,20220510,  215,   61,   64,  110,    9,   30,    1,  160,    8,  144,  120,   21,  197,    9,  112,    6,   14,    9, 1186,   13,    4,    2,   14,10146,10185,    1,10116,   24,   58,   21,   82,    3,    8,   76,   94,   21,   52,    8,   19
  235,20220511,  232,   72,   77,  110,   20,   50,    1,  180,   21,  126,  100,   24,  155,   13,   93,   24,   26,   17, 1517,   40,   33,   13,   17,10095,10122,   24,10071,   18,   58,   17,   75,   22,    7,   85,   90,    3,   76,   13,   24
  235,20220512,  244,   58,   60,   80,   12,   40,    5,  120,   13,  128,  101,    1,  152,   10,   94,    6,  142,   91, 2725,    0,    0,    0,    1,10166,10184,   13,10127,    1,   60,   23,   80,   10,    3,   79,   92,    2,   63,   10,   43
  235,20220513,  241,   76,   78,  100,   12,   50,   24,  140,   13,  130,  115,   24,  151,   12,  109,   24,  109,   70, 2376,    0,    0,    0,    1,10177,10190,   14,10152,    2,   57,   24,   75,    4,    7,   79,   92,   24,   73,    7,   37
  235,20220514,  278,   19,   26,   40,    1,   10,    5,   80,    1,  137,   86,    5,  183,   14,   21,    6,  143,   91, 2727,    0,    0,    0,    1,10212,10222,   13,10187,    1,   50,    4,   72,    7,    2,   78,   98,    4,   56,   16,   44
  235,20220515,   66,   54,   57,   80,   18,   30,    1,  120,   18,  161,  110,    1,  209,   13,   65,    6,  129,   82, 2600,    0,    0,    0,    1,10191,10216,    6,10153,   24,   61,    2,   75,   19,    5,   75,   88,    2,   55,   12,   44
  235,20220516,  201,   32,   60,  100,   15,   40,    8,  140,   15,  160,  135,   24,  239,   11,  129,   24,   69,   44, 1883,    0,    0,    0,    1,10152,10187,   24,10124,    5,   60,   14,   80,    8,    6,   78,   89,   20,   55,   10,   32
  235,20220517,  111,    4,   36,   50,    7,   20,   10,   80,    6,  175,  125,    4,  224,   17,  118,    6,   74,   47, 2171,    0,    0,    0,    1,10192,10209,   10,10177,   23,   61,    3,   78,   15,    7,   76,   93,    4,   63,   12,   38
  235,20220518,  344,    6,   32,   50,    7,   10,   19,   80,    8,  173,  152,    1,  198,   16,  138,    6,  130,   82, 2480,    0,    0,    0,    1,10199,10218,   13,10177,    3,   59,    5,   81,   16,    7,   75,   89,    3,   58,   16,   43
  235,20220519,  231,   15,   35,   60,   17,   20,    7,  120,   11,  156,  111,   24,  218,   11,  102,   24,   29,   18,  939,   30,   97,   43,   12,10181,10218,   24,10154,    9,   47,    8,   70,   18,    7,   90,   96,   24,   79,    4,   16
  235,20220520,  214,   16,   35,   80,   24,    0,    3,  120,   24,  130,   90,    4,  172,    9,   50,    6,   41,   26, 1037,   50,  149,   54,   15,10176,10214,    1,10140,   16,    2,    4,   75,    7,    7,   87,   99,    3,   70,    8,   16
  235,20220521,  261,   59,   61,   90,    1,   10,   23,  140,    1,  129,   83,   24,  153,   12,   37,   24,  103,   64, 2285,    0,   -1,   -1,    1,10193,10211,   13,10161,    1,    6,   22,   72,   16,    5,   84,   98,   22,   76,   16,   36
  235,20220522,  167,   14,   30,   40,    8,   20,    1,   70,    9,  154,   80,    4,  203,   17,   57,    6,  132,   82, 2540,    0,    0,    0,    1,10143,10189,    1,10084,   24,   11,    1,   83,   19,    6,   72,   98,    1,   55,   17,   42
  235,20220523,  260,    3,   38,   60,   17,   10,   10,  110,   17,  149,  118,   22,  209,   12,  112,   24,   17,   11, 1061,   43,   71,   32,   17,10011,10075,    1, 9974,   19,   56,   17,   80,    1,    8,   82,   95,   18,   62,   11,   17
  235,20220524,  243,   60,   61,  100,   11,   20,   20,  140,   10,  128,   97,   23,  153,   14,   84,   24,   93,   57, 2264,    4,    5,    4,    5,10045,10105,   24, 9984,    2,   60,    1,   80,   16,    5,   83,   93,    1,   67,   18,   36
  235,20220525,  227,   77,   78,  120,   15,   30,    1,  190,   14,  134,   99,    4,  161,   11,   88,    6,   55,   34, 1795,    8,   12,   10,   22,10124,10146,   24,10106,    1,   58,   21,   80,   12,    6,   83,   92,   22,   69,   12,   29
  235,20220526,  246,   73,   76,  100,   16,   40,    4,  160,   16,  143,  126,    4,  160,   11,  117,    6,   68,   42, 2070,   20,   51,   39,   22,10179,10196,   10,10150,    1,   46,   22,   75,    3,    6,   84,   95,   22,   77,    3,   34
  235,20220527,  288,   73,   74,   90,    8,   40,    3,  150,   13,  131,  121,   23,  149,   15,  113,   24,  131,   80, 2627,    0,    0,    0,    1,10204,10218,   15,10180,    1,   66,   12,   79,    8,    5,   70,   88,    1,   54,    8,   42
  235,20220528,  322,   63,   63,   70,    2,   40,   21,  120,    1,  120,  103,   21,  146,   13,   94,   24,  118,   72, 2492,    0,   -1,   -1,    1,10211,10225,   10,10180,   24,   71,   16,   80,    3,    5,   67,   77,   16,   56,    9,   38
  240,20220501,  360,   15,   21,   50,   16,    0,    2,   80,   16,   96,   16,    5,  158,   14,  -18,    6,   90,   60, 2089,    0,    0,    0,    1,10237,10253,    1,10221,   24,    4,    2,   82,   11,    5,   72,   98,    2,   45,   14,   30
  240,20220502,    8,   24,   28,   60,   17,   10,    2,  100,   17,  111,   42,    4,  170,   15,    1,    6,  133,   89, 2384,    0,    0,    0,    1,10207,10218,    1,10195,   16,   57,    4,   83,   18,    1,   66,   97,    4,   38,   16,   36
  240,20220503,   13,   28,   30,   50,   14,   10,    1,  100,    9,   96,   49,    3,  127,   14,   10,    6,    3,    2,  738,    0,   -1,   -1,    1,10202,10208,   11,10197,    4,   33,    2,   80,   16,    8,   79,   97,    3,   66,   16,   11
  240,20220504,  315,   17,   20,   40,   13,    0,   23,   70,   12,  101,   34,    5,  150,   16,   -4,    6,  118,   78, 2348,    0,    0,    0,    1,10196,10205,    1,10185,   17,   70,    3,   83,   17,    7,   63,   85,   24,   46,   16,   34
  240,20220505,  297,   13,   24,   50,   16,   10,    1,   90,   16,  126,   58,    2,  196,   14,   32,    6,   66,   44, 1853,    0,    0,    0,    1,10227,10257,   23,10200,    1,    1,   22,   80,   16,    6,   76,   99,   24,   53,   14,   29
  240,20220506,  255,   24,   29,   60,   14,   10,    1,   90,   13,  142,   79,    5,  205,   13,   77,   24,  117,   77, 2460,    0,    0,    0,    1,10247,10263,    7,10228,   24,    1,    1,   83,   18,    6,   72,   99,    1,   49,   13,   40
  240,20220507,  360,   26,   41,   60,   17,   10,    6,  100,   14,  145,   98,   24,  200,   15,   89,   24,   80,   52, 2105,    5,    1,    1,    5,10245,10280,   24,10223,    2,   50,    5,   80,   14,    7,   75,   92,    5,   62,   14,   34
  240,20220508,   37,   42,   43,   50,    1,   30,    4,   90,   12,  115,   79,   24,  158,   15,   62,   24,  134,   88, 2659,    0,    0,    0,    1,10286,10299,    9,10277,   18,   65,    2,   82,   13,    2,   67,   84,    1,   45,   13,   40
  240,20220509,  130,    8,   20,   40,   15,   10,    8,   80,   15,  148,   64,    4,  217,   15,   26,    6,  120,   78, 2555,    0,    0,    0,    1,10243,10280,    1,10198,   24,   68,   19,   83,   18,    5,   59,   86,    4,   37,   14,   42
